CustomerID,Age,Gender,Category,Season,Location,Item Purchased,StoreVisitsPerMonth,TotalSpending,OnlineShopping,MembershipDuration,DiscountUsage,PreferredPaymentMethod,DaysSinceLastPurchase,LoyaltyPoints,AverageBasketSize
1059,29,Male,Accessories,Summer,New Mexico,Scarf,19,6678,Yes,3,9,Debit Card,21,86,7
1060,22,Male,Outerwear,Winter,North Carolina,Jacket,20,9378,No,11,3,Cash,5,50,7
1061,27,Male,Clothing,Summer,Iowa,Sweater,17,5554,No,1,1,Mobile Wallet,8,81,6
1062,36,Male,Outerwear,Summer,Idaho,Coat,7,7937,No,3,5,Mobile Wallet,12,22,7
1063,59,Male,Footwear,Fall,Ohio,Boots,16,221,Yes,10,10,Cash,16,91,2
1064,62,Male,Clothing,Summer,Alabama,Hoodie,8,2914,Yes,23,3,Cash,21,23,1
1065,34,Male,Accessories,Spring,Wyoming,Hat,20,1639,No,18,8,Credit Card,21,81,5
1066,59,Male,Clothing,Spring,Alabama,T-shirt,8,4848,Yes,21,3,Cash,13,57,5
1067,49,Male,Outerwear,Winter,Mississippi,Coat,4,1559,No,7,5,Mobile Wallet,6,17,8
1068,18,Male,Clothing,Summer,Pennsylvania,Dress,11,9374,No,16,10,Cash,20,4,8
1069,55,Male,Clothing,Fall,Wyoming,Shirt,18,7079,No,4,4,Cash,17,50,9
1070,38,Male,Clothing,Fall,Maryland,Skirt,20,8787,Yes,12,4,Mobile Wallet,29,7,4
1071,50,Male,Accessories,Summer,North Carolina,Jewelry,10,5394,Yes,7,6,Mobile Wallet,23,54,3
1072,61,Male,Accessories,Summer,Pennsylvania,Hat,6,6465,No,10,8,Mobile Wallet,28,94,10
1073,48,Male,Clothing,Fall,Idaho,Shorts,2,5552,No,6,5,Mobile Wallet,24,76,1
1074,22,Male,Accessories,Spring,California,Scarf,5,3534,No,7,7,Mobile Wallet,21,49,4
1075,48,Male,Accessories,Fall,Tennessee,Jewelry,2,3188,Yes,17,5,Mobile Wallet,22,50,7
1076,57,Male,Accessories,Summer,Missouri,Sunglasses,11,6161,Yes,22,10,Cash,8,21,9
1077,33,Male,Outerwear,Spring,North Dakota,Coat,14,1526,No,18,5,Debit Card,25,13,5
1078,58,Male,Outerwear,Winter,West Virginia,Jacket,6,2957,Yes,15,2,Debit Card,6,26,6
1079,37,Male,Clothing,Fall,Arizona,Sweater,1,4438,No,6,9,Debit Card,8,19,5
1080,18,Male,Outerwear,Summer,Oklahoma,Coat,7,3222,Yes,2,4,Debit Card,3,98,10
1081,65,Male,Accessories,Fall,Pennsylvania,Scarf,3,6505,Yes,6,5,Credit Card,15,16,10
1082,62,Male,Accessories,Spring,Idaho,Belt,12,1104,No,7,4,Credit Card,27,96,6
1083,54,Male,Accessories,Winter,South Carolina,Hat,12,5546,No,22,10,Credit Card,16,11,6
1084,35,Male,Accessories,Summer,Washington,Backpack,11,2552,No,11,7,Credit Card,22,84,6
1085,34,Male,Clothing,Fall,Arkansas,T-shirt,8,9197,No,6,8,Mobile Wallet,7,1,8
1086,25,Male,Accessories,Winter,Utah,Jewelry,17,9286,Yes,23,9,Debit Card,27,9,6
1087,53,Male,Accessories,Winter,Alaska,Sunglasses,1,414,No,19,10,Mobile Wallet,1,40,10
1088,45,Male,Clothing,Winter,West Virginia,Jeans,13,7054,No,18,10,Credit Card,30,11,7
1089,49,Male,Clothing,Winter,Louisiana,Pants,7,3420,No,3,7,Cash,3,39,6
1090,40,Male,Accessories,Spring,Arizona,Backpack,19,3083,Yes,22,4,Credit Card,3,24,5
1091,38,Male,Accessories,Spring,Connecticut,Scarf,4,862,No,22,5,Credit Card,16,85,9
1092,44,Male,Clothing,Spring,North Carolina,Sweater,20,2979,Yes,5,10,Mobile Wallet,280,44,4
1093,68,Male,Accessories,Spring,South Dakota,Jewelry,6,1097,Yes,12,6,Cash,3,28,3
1094,60,Male,Footwear,Winter,Delaware,Sneakers,13,5440,Yes,10,9,Cash,4,31,3
1095,25,Male,Accessories,Winter,Connecticut,Jewelry,13,9533,Yes,22,2,Mobile Wallet,14,62,2
1096,19,Male,Outerwear,Summer,Tennessee,Coat,19,9566,No,19,2,Mobile Wallet,29,42,9
1097,57,Male,Outerwear,Fall,New Hampshire,Coat,4,6339,No,19,3,Cash,13,62,5
1098,58,Male,Accessories,Summer,Vermont,Sunglasses,19,7365,No,1,5,Mobile Wallet,21,33,1
1099,49,Male,Accessories,Spring,Idaho,Handbag,11,2406,No,5,4,Debit Card,17,33,8
1100,19,Male,Clothing,Fall,North Carolina,Sweater,9,6670,Yes,5,6,Mobile Wallet,13,19,4
1101,50,Male,Clothing,Spring,Nevada,Pants,17,7203,Yes,24,5,Credit Card,15,57,3
1102,30,Male,Accessories,Fall,Delaware,Gloves,11,6196,Yes,12,10,Debit Card,26,1,9
1103,52,Male,Clothing,Fall,Texas,Sweater,15,381,No,12,3,Debit Card,23,54,1
1104,35,Male,Clothing,Spring,Tennessee,Hoodie,17,1782,No,1,8,Debit Card,13,82,1
1105,35,Male,Accessories,Fall,Delaware,Hat,7,9120,Yes,2,7,Mobile Wallet,5,74,8
1106,33,Male,Clothing,Spring,Massachusetts,T-shirt,14,5206,No,19,4,Cash,7,94,7
1107,52,Male,Clothing,Winter,Minnesota,Skirt,15,938,No,19,9,Mobile Wallet,26,28,10
1108,69,Male,Footwear,Fall,Texas,Sneakers,9,3730,No,5,1,Mobile Wallet,27,27,3
1109,27,Male,Clothing,Fall,Nebraska,Shorts,19,210,No,10,9,Debit Card,1,15,4
1110,66,Male,Clothing,Winter,Oklahoma,Hoodie,15,7878,No,15,3,Debit Card,3,14,7
1111,28,Male,Clothing,Fall,Texas,Hoodie,8,8374,Yes,22,4,Credit Card,8,87,6
1112,22,Male,Footwear,Summer,New York,Shoes,1,7781,Yes,21,5,Cash,1,55,5
1113,69,Male,Clothing,Spring,Washington,Hoodie,2,9191,No,8,10,Debit Card,17,2,9
1114,28,Male,Accessories,Summer,Maryland,Sunglasses,2,6939,Yes,22,5,Credit Card,7,75,9
1115,55,Male,Clothing,Fall,New Hampshire,Skirt,13,6704,Yes,7,1,Debit Card,19,77,2
1116,30,Male,Accessories,Fall,New York,Hat,16,9618,No,22,9,Cash,1,48,4
1117,67,Male,Accessories,Winter,Hawaii,Backpack,17,9995,No,4,8,Debit Card,5,69,5
1118,25,Male,Accessories,Spring,California,Sunglasses,5,2953,Yes,12,1,Credit Card,25,91,4
1119,49,Male,Accessories,Summer,Indiana,Belt,7,2479,Yes,9,6,Cash,3,10,8
1120,34,Male,Accessories,Spring,Louisiana,Jewelry,15,5107,Yes,18,5,Debit Card,4,86,1
1121,22,Male,Footwear,Winter,Pennsylvania,Sneakers,3,3695,Yes,13,3,Cash,26,100,4
1122,63,Male,Clothing,Fall,Florida,T-shirt,10,965,No,12,1,Cash,21,94,2
1123,70,Male,Accessories,Spring,North Carolina,Handbag,8,9588,No,20,3,Cash,14,59,1
1124,36,Male,Accessories,Fall,Massachusetts,Hat,2,5587,Yes,1,5,Credit Card,7,13,8
1125,42,Male,Clothing,Spring,Iowa,Sweater,5,4824,Yes,7,1,Mobile Wallet,25,22,9
1126,27,Male,Footwear,Summer,North Dakota,Sandals,17,1022,No,18,2,Mobile Wallet,27,64,9
1127,23,Male,Accessories,Winter,Iowa,Scarf,3,3046,No,18,9,Credit Card,16,83,2
1128,50,Male,Clothing,Spring,Delaware,Shirt,11,3193,Yes,23,9,Mobile Wallet,3,67,9
1129,56,Male,Accessories,Winter,New York,Gloves,16,3198,No,3,3,Cash,,50,6
1130,37,Male,Clothing,Winter,New Hampshire,Hoodie,15,3476,Yes,23,1,Cash,7,40,5
1131,67,Male,Accessories,Summer,Kentucky,Jewelry,3,5422,Yes,14,7,Mobile Wallet,3,30,10
1132,67,Male,Clothing,Spring,Illinois,Shirt,8,1877,No,3,7,Cash,8,31,1
1133,50,Male,Clothing,Spring,North Carolina,Hoodie,9,2873,Yes,12,6,Debit Card,14,55,2
1134,36,Male,Footwear,Winter,Connecticut,Shoes,6,6354,No,16,9,Credit Card,1,22,5
1135,62,Male,Clothing,Summer,Wisconsin,T-shirt,7,9964,Yes,16,5,Cash,28,15,5
1136,65,Male,Clothing,Winter,Massachusetts,Skirt,2,7441,No,19,7,Credit Card,19,22,3
1137,23,Male,Accessories,Summer,Illinois,Handbag,15,3890,No,4,6,Credit Card,10,24,2
1138,46,Male,Clothing,Winter,New Mexico,Shirt,6,5951,Yes,13,7,Cash,19,92,4
1139,18,Male,Clothing,Summer,Iowa,Pants,12,4493,No,22,9,Credit Card,30,62,2
1140,58,Male,Outerwear,Spring,Alabama,Coat,16,9150,Yes,16,8,Debit Card,12,82,9
1141,31,Male,Clothing,Winter,Maryland,Jeans,17,3332,No,4,4,Debit Card,16,65,9
1142,39,Male,Accessories,Winter,Ohio,Gloves,17,3501,Yes,10,2,Cash,20,43,9
1143,69,Male,Clothing,Spring,Ohio,T-shirt,2,565,No,10,3,Mobile Wallet,22,62,2
1144,68,Male,Footwear,Winter,Nevada,Boots,16,5530,Yes,13,5,Debit Card,30,51,3
1145,41,Male,Clothing,Fall,South Carolina,Jeans,2,1608,Yes,23,8,Credit Card,5,65,6
1146,31,Male,Footwear,Summer,Nevada,Sneakers,3,9702,No,5,7,Credit Card,19,39,10
1147,48,Male,Footwear,Summer,Wisconsin,Sneakers,5,1203,No,2,5,Mobile Wallet,10,99,1
1148,59,Male,Accessories,Winter,Tennessee,Hat,14,7700,Yes,4,9,Cash,17,4,4
1149,34,Male,Clothing,Spring,Florida,Pants,10,4076,Yes,8,1,Credit Card,16,92,6
1150,21,Male,Accessories,Spring,Georgia,Jewelry,11,1406,No,20,7,Cash,7,13,9
1151,29,Male,Accessories,Winter,Kentucky,Jewelry,18,116,Yes,7,4,Credit Card,22,4,2
1152,41,Male,Clothing,Spring,Ohio,Blouse,4,2673,Yes,1,6,Mobile Wallet,24,81,2
1153,62,Male,Accessories,Fall,Connecticut,Handbag,19,9431,No,21,3,Debit Card,21,1,3
1154,27,Male,Clothing,Summer,Idaho,Shirt,19,9737,Yes,13,3,Debit Card,25,19,1
1155,49,Male,Clothing,Spring,Georgia,Dress,19,591,No,3,6,Mobile Wallet,2,87,2
1156,67,Male,Clothing,Fall,Tennessee,T-shirt,13,7505,Yes,4,6,Mobile Wallet,4,82,4
1157,20,Male,Footwear,Summer,Hawaii,Shoes,19,8310,No,24,10,Cash,17,53,2
1158,37,Male,Accessories,Fall,Maryland,Belt,14,1494,No,19,9,Cash,15,3,7
1159,69,Male,Accessories,Summer,Nevada,Belt,5,1549,No,13,8,Credit Card,9,16,2
1160,66,Male,Accessories,Fall,New Hampshire,Handbag,16,4119,No,20,10,Mobile Wallet,5,46,1
1161,37,Male,Accessories,Summer,North Dakota,Scarf,16,7287,Yes,8,3,Mobile Wallet,13,3,1
1162,63,Male,Clothing,Fall,Oklahoma,Shorts,13,9324,No,23,7,Debit Card,13,37,7
1163,47,Male,Footwear,Winter,North Carolina,Sandals,19,5456,Yes,15,1,Cash,19,26,5
1164,26,Male,Clothing,Summer,Tennessee,Pants,14,1369,Yes,18,8,Mobile Wallet,16,4,1
1165,68,Male,Clothing,Winter,Montana,Dress,3,2615,Yes,13,10,Credit Card,5,11,10
1166,51,Male,Clothing,Winter,Wisconsin,T-shirt,11,7179,No,11,7,Credit Card,27,32,3
1167,48,Male,Clothing,Winter,Connecticut,Dress,10,4622,Yes,5,4,Debit Card,25,16,8
1168,60,Male,Clothing,Summer,New Jersey,Socks,5,7920,No,24,5,Debit Card,26,47,3
1169,68,Male,Accessories,Summer,Mississippi,Scarf,6,6160,No,14,10,Cash,23,24,2
1170,25,Male,Accessories,Fall,Wyoming,Backpack,2,7597,Yes,7,8,Cash,2,34,6
1171,57,Male,Clothing,Spring,Illinois,Skirt,6,6031,No,7,5,Mobile Wallet,17,10,3
1172,41,Male,Clothing,Spring,Louisiana,Socks,2,9398,No,13,5,Credit Card,1,48,4
1173,59,Male,Outerwear,Spring,Oregon,Coat,12,1552,Yes,11,10,Cash,1,37,4
1174,44,Male,Accessories,Winter,South Dakota,Jewelry,18,5303,Yes,7,4,Credit Card,30,75,1
1175,42,Male,Accessories,Winter,Michigan,Backpack,18,4249,No,5,2,Mobile Wallet,13,60,8
1176,35,Male,Accessories,Spring,New Jersey,Belt,15,2018,No,24,10,Cash,11,64,10
1177,36,Male,Clothing,Winter,Oregon,Dress,19,903,Yes,17,6,Cash,29,8,1
1178,54,Male,Clothing,Spring,Iowa,Skirt,11,9470,Yes,15,10,Credit Card,10,2,5
1179,37,Male,Clothing,Spring,South Carolina,Dress,19,3151,No,7,4,Cash,17,2,10
1180,20,Male,Clothing,Summer,Indiana,T-shirt,9,5550,Yes,8,3,Cash,20,21,5
1181,23,Male,Clothing,Spring,Oregon,Skirt,13,5676,No,11,1,Cash,17,85,5
1182,61,Male,Clothing,Summer,New York,Shorts,7,6667,No,13,8,Cash,22,10,6
1183,37,Male,Accessories,Spring,New Mexico,Jewelry,2,2609,No,20,9,Credit Card,24,18,3
1184,23,Male,Clothing,Spring,Louisiana,Pants,13,215,No,16,7,Cash,1,41,10
1185,63,Male,Accessories,Fall,South Carolina,Belt,7,600,Yes,10,1,Credit Card,9,39,3
1186,47,Male,Clothing,Spring,Maine,Jeans,13,2835,No,12,2,Debit Card,9,73,5
1187,63,Male,Clothing,Summer,Indiana,Jeans,12,7708,Yes,8,2,Cash,20,33,10
1188,56,Male,Accessories,Fall,Iowa,Hat,4,425,Yes,21,4,Mobile Wallet,18,15,4
1189,68,Male,Clothing,Summer,Mississippi,Blouse,15,7082,Yes,23,5,Cash,27,11,1
1190,64,Male,Clothing,Summer,Arkansas,Shirt,18,8469,No,12,8,Cash,30,1,10
1191,62,Male,Clothing,Winter,South Carolina,Shirt,13,7704,Yes,3,6,Cash,5,50,6
1192,34,Male,Clothing,Winter,Indiana,T-shirt,2,4885,No,12,8,Cash,27,55,8
1193,49,Male,Outerwear,Summer,Florida,Coat,10,6892,No,18,1,Debit Card,9,16,7
1194,40,Male,Outerwear,Fall,Alaska,Jacket,13,9645,Yes,13,5,Cash,22,3,10
1195,50,Male,Clothing,Winter,New York,Hoodie,5,3668,Yes,11,4,Debit Card,7,56,10
1196,25,Male,Accessories,Winter,Texas,Scarf,6,8690,No,9,1,Cash,17,69,9
1197,30,Male,Accessories,Winter,North Dakota,Belt,12,2699,Yes,21,6,Mobile Wallet,12,60,9
1198,54,Male,Footwear,Fall,Vermont,Sneakers,8,6890,Yes,7,10,Debit Card,11,40,7
1199,40,Male,Clothing,Summer,New Jersey,Socks,13,5807,Yes,12,5,Mobile Wallet,14,26,9
1200,49,Male,Footwear,Fall,Maryland,Sandals,16,3519,No,24,3,Cash,18,81,9
1201,27,Male,Outerwear,Winter,Connecticut,Coat,8,115,Yes,12,6,Credit Card,25,6,3
1202,27,Male,Footwear,Summer,Illinois,Shoes,12,8882,No,8,6,Credit Card,25,99,7
1203,48,Male,Accessories,Spring,Maryland,Scarf,20,6175,Yes,4,7,Cash,20,12,6
1204,40,Male,Footwear,Winter,Minnesota,Sneakers,4,5463,No,12,1,Credit Card,13,1,3
1205,67,Male,Accessories,Spring,Florida,Belt,2,2623,Yes,20,8,Debit Card,10,91,9
1206,52,Male,Accessories,Spring,California,Handbag,4,3498,Yes,15,7,Cash,4,31,6
1207,22,Male,Accessories,Fall,Mississippi,Handbag,2,8336,Yes,3,7,Mobile Wallet,16,62,3
1208,62,Male,Footwear,Summer,Washington,Boots,11,5580,No,20,6,Credit Card,19,79,4
1209,20,Male,Footwear,Winter,Wisconsin,Boots,11,4619,No,22,10,Credit Card,10,48,5
1210,41,Male,Clothing,Winter,Pennsylvania,Pants,3,9484,Yes,1,2,Mobile Wallet,19,12,3
1211,34,Male,Accessories,Fall,Missouri,Sunglasses,6,5716,No,10,3,Cash,25,13,1
1212,23,Male,Clothing,Spring,Oklahoma,Hoodie,9,6649,No,7,3,Cash,23,91,9
1213,32,Male,Footwear,Summer,Pennsylvania,Shoes,1,5147,No,12,2,Credit Card,30,74,10
1214,68,Male,Accessories,Spring,Kentucky,Handbag,3,6323,Yes,21,5,Mobile Wallet,8,83,4
1215,30,Male,Outerwear,Fall,Vermont,Jacket,19,2253,No,2,6,Cash,16,49,10
1216,66,Male,Clothing,Winter,Oregon,Blouse,8,1057,Yes,7,8,Credit Card,15,66,9
1217,62,Male,Clothing,Summer,Utah,Pants,4,1870,Yes,6,6,Credit Card,7,90,10
1218,50,Male,Footwear,Fall,Nebraska,Boots,10,7409,Yes,24,4,Credit Card,9,82,8
1219,55,Male,Footwear,Spring,Pennsylvania,Boots,3,2747,No,22,2,Credit Card,21,17,4
1220,19,Male,Clothing,Winter,Vermont,Sweater,10,3340,Yes,17,5,Mobile Wallet,22,42,3
1221,67,Male,Accessories,Winter,Kentucky,Gloves,4,6384,Yes,16,5,Mobile Wallet,10,93,4
1222,18,Male,Clothing,Winter,Iowa,Socks,2,909,Yes,3,10,Mobile Wallet,20,50,5
1223,58,Male,Clothing,Fall,Indiana,Jeans,8,2393,No,20,4,Mobile Wallet,25,70,4
1224,69,Male,Clothing,Winter,Kansas,Pants,7,7858,Yes,24,3,Cash,13,10,2
1225,62,Male,Clothing,Summer,Illinois,Shorts,8,3220,Yes,12,6,Credit Card,7,79,3
1226,28,Male,Accessories,Fall,North Carolina,Gloves,14,5326,Yes,20,2,Credit Card,2,68,4
1227,53,Male,Footwear,Fall,Ohio,Sandals,16,6173,No,4,5,Debit Card,18,99,1
1228,27,Male,Clothing,Spring,Illinois,Blouse,2,5186,Yes,22,6,Debit Card,3,85,10
1229,55,Male,Outerwear,Winter,Indiana,Jacket,10,9646,No,14,6,Debit Card,11,98,5
1230,34,Male,Accessories,Winter,Kansas,Jewelry,3,3655,Yes,14,1,Mobile Wallet,15,95,1
1231,25,Male,Accessories,Spring,Illinois,Hat,7,9745,No,4,1,Mobile Wallet,15,91,4
1232,66,Male,Clothing,Spring,Pennsylvania,Socks,17,3413,Yes,20,4,Cash,14,58,2
1233,57,Male,Accessories,Summer,New York,Handbag,12,7666,No,7,3,Cash,5,9,6
1234,46,Male,Clothing,Winter,Utah,Pants,20,3934,No,12,6,Debit Card,30,10,8
1235,38,Male,Accessories,Fall,New Jersey,Gloves,10,9468,No,15,6,Debit Card,13,10,4
1236,23,Male,Clothing,Spring,Idaho,Sweater,1,9833,Yes,10,5,Debit Card,14,87,9
1237,42,Male,Accessories,Summer,New Mexico,Hat,4,3257,No,5,7,Cash,27,30,4
1238,25,Male,Clothing,Spring,Michigan,Dress,1,7640,Yes,10,4,Debit Card,8,99,1
1239,55,Male,Clothing,Winter,Wyoming,Pants,9,4756,Yes,16,5,Debit Card,30,26,3
1240,62,Male,Outerwear,Spring,New Jersey,Coat,3,9615,Yes,23,2,Mobile Wallet,14,55,10
1241,41,Male,Accessories,Winter,New Jersey,Scarf,10,2545,Yes,16,2,Mobile Wallet,25,4,4
1242,58,Male,Clothing,Winter,Hawaii,Hoodie,20,2934,Yes,18,10,Debit Card,20,1,9
1243,56,Male,Clothing,Summer,Nevada,Socks,9,7921,No,8,9,Mobile Wallet,30,70,9
1244,25,Male,Clothing,Spring,New Hampshire,Blouse,12,9750,Yes,14,6,Credit Card,9,21,1
1245,70,Male,Clothing,Summer,Indiana,Socks,19,8568,No,17,3,Debit Card,16,77,10
1246,42,Male,Clothing,Fall,New York,Dress,3,6045,Yes,23,8,Credit Card,30,19,7
1247,27,Male,Clothing,Winter,Louisiana,Hoodie,4,4204,Yes,4,3,Mobile Wallet,16,60,1
1248,65,Male,Clothing,Spring,Virginia,T-shirt,8,5521,No,21,8,Cash,25,21,3
1249,62,Male,Accessories,Winter,Wisconsin,Hat,12,2147,Yes,15,3,Mobile Wallet,16,22,6
1250,62,Male,Footwear,Winter,Oregon,Boots,2,5021,Yes,13,4,Credit Card,16,68,4
1251,52,Male,Clothing,Winter,New Hampshire,Jeans,1,3068,No,19,9,Debit Card,21,56,8
1252,56,Male,Clothing,Spring,Indiana,Shorts,3,5662,Yes,19,9,Mobile Wallet,11,41,2
1253,28,Male,Footwear,Fall,Massachusetts,Sandals,20,9029,No,17,5,Mobile Wallet,24,33,3
1254,39,Male,Footwear,Winter,Montana,Sandals,6,4454,No,14,9,Debit Card,27,97,5
1255,54,Male,Footwear,Spring,California,Sneakers,1,4056,No,16,4,Mobile Wallet,22,37,3
1256,30,Male,Accessories,Fall,Indiana,Hat,1,1729,Yes,17,1,Debit Card,7,13,8
1257,45,Male,Outerwear,Winter,West Virginia,Coat,6,5466,No,9,5,Mobile Wallet,24,70,3
1258,68,Male,Clothing,Spring,Minnesota,Dress,20,432,Yes,22,9,Debit Card,28,7,2
1259,47,Male,Footwear,Spring,Ohio,Boots,5,4323,Yes,19,9,Debit Card,3,10,6
1260,68,Male,Clothing,Fall,Minnesota,Skirt,4,6326,Yes,20,1,Debit Card,7,8,9
1261,63,Male,Clothing,Spring,Virginia,Shirt,1,1040,Yes,21,3,Cash,15,45,10
1262,20,Male,Clothing,Summer,Connecticut,Shirt,15,2321,Yes,22,8,Cash,18,26,1
1263,29,Male,Footwear,Winter,Tennessee,Boots,17,848,No,3,9,Debit Card,24,14,5
1264,41,Male,Clothing,Winter,Delaware,Hoodie,17,4510,No,6,2,Cash,13,62,4
1265,52,Male,Clothing,Winter,Vermont,Sweater,10,2952,Yes,10,7,Debit Card,19,49,6
1266,32,Male,Clothing,Spring,Louisiana,Shirt,9,6301,No,15,9,Cash,24,13,9
1267,20,Male,Clothing,Fall,North Dakota,Blouse,4,6480,No,19,2,Credit Card,15,41,9
1268,47,Male,Clothing,Spring,Oregon,T-shirt,11,5827,Yes,22,2,Cash,22,7,7
1269,23,Male,Outerwear,Winter,Idaho,Jacket,2,7502,Yes,21,5,Mobile Wallet,13,12,6
1270,43,Male,Accessories,Spring,Vermont,Jewelry,16,7927,Yes,15,7,Cash,8,15,7
1271,67,Male,Clothing,Fall,West Virginia,Hoodie,16,530,No,18,10,Cash,5,23,10
1272,70,Male,Accessories,Spring,Kentucky,Jewelry,17,7537,Yes,5,2,Debit Card,3,12,2
1273,35,Male,Footwear,Winter,Wisconsin,Sandals,15,4827,Yes,11,9,Credit Card,24,46,8
1274,41,Male,Clothing,Spring,Mississippi,Jeans,14,6400,Yes,23,10,Debit Card,8,20,6
1275,54,Male,Accessories,Spring,Missouri,Hat,17,3222,No,17,2,Mobile Wallet,15,12,7
1276,55,Male,Clothing,Fall,Arkansas,Sweater,13,8857,No,24,10,Mobile Wallet,1,96,1
1277,51,Male,Footwear,Spring,Wyoming,Boots,4,515,No,11,9,Mobile Wallet,25,17,8
1278,19,Male,Clothing,Spring,Rhode Island,Blouse,12,769,Yes,23,10,Debit Card,7,37,7
1279,28,Male,Clothing,Fall,Utah,Shorts,5,8331,No,21,6,Credit Card,23,72,10
1280,63,Male,Clothing,Fall,Maryland,Hoodie,20,3909,Yes,20,1,Credit Card,8,50,1
1281,30,Male,Clothing,Winter,Georgia,Pants,3,8873,Yes,10,6,Mobile Wallet,2,94,4
1282,29,Male,Accessories,Spring,New Jersey,Belt,19,2308,Yes,18,4,Cash,25,13,4
1283,24,Male,Clothing,Winter,New Hampshire,Shirt,13,4377,Yes,6,7,Debit Card,25,64,6
1284,69,Male,Clothing,Winter,Oregon,Shirt,1,2171,Yes,14,9,Debit Card,30,10,3
1285,65,Male,Clothing,Spring,Arkansas,Dress,8,3401,Yes,16,1,Debit Card,21,46,1
1286,64,Male,Accessories,Fall,North Carolina,Gloves,4,1691,Yes,8,6,Cash,25,79,6
1287,40,Male,Accessories,Winter,West Virginia,Gloves,18,6790,No,9,7,Mobile Wallet,16,49,3
1288,24,Male,Clothing,Winter,Utah,Jeans,12,2001,No,8,5,Debit Card,16,57,3
1289,66,Male,Accessories,Winter,South Dakota,Belt,14,9805,No,6,7,Credit Card,10,27,1
1290,35,Male,Outerwear,Fall,New Hampshire,Jacket,19,8193,Yes,18,7,Credit Card,2,69,4
1291,67,Male,Clothing,Spring,Maryland,Skirt,18,9779,No,17,9,Mobile Wallet,18,24,10
1292,69,Male,Footwear,Spring,South Dakota,Sandals,16,9870,Yes,18,7,Cash,12,75,2
1293,26,Male,Accessories,Summer,Kentucky,Belt,13,8665,No,1,1,Credit Card,23,37,9
1294,23,Male,Clothing,Fall,Florida,Sweater,8,5876,Yes,7,8,Credit Card,15,70,6
1295,27,Male,Clothing,Summer,Texas,Shirt,7,3344,Yes,10,4,Credit Card,24,74,4
1296,30,Male,Footwear,Fall,New Mexico,Sneakers,10,2085,No,21,3,Debit Card,13,80,8
1297,48,Male,Clothing,Spring,South Dakota,Jeans,5,6479,Yes,6,8,Mobile Wallet,2,82,7
1298,44,Male,Footwear,Summer,New Jersey,Sandals,10,4969,No,7,8,Credit Card,20,17,8
1299,29,Male,Clothing,Summer,Indiana,Pants,14,7046,Yes,14,6,Debit Card,8,3,9
1300,29,Male,Accessories,Fall,Louisiana,Belt,4,6063,No,16,4,Cash,26,44,1
1301,67,Male,Clothing,Spring,West Virginia,T-shirt,10,7090,Yes,6,1,Mobile Wallet,6,43,4
1302,42,Male,Clothing,Fall,Maine,Shirt,20,4429,No,20,4,Cash,16,35,2
1303,23,Male,Footwear,Fall,Idaho,Sneakers,6,736,No,6,1,Credit Card,14,64,3
1304,34,Male,Clothing,Summer,New York,Blouse,10,1243,No,17,8,Cash,26,,8
1305,64,Male,Accessories,Spring,Montana,Backpack,8,6105,Yes,20,5,Cash,21,50,
1306,31,Male,Clothing,Spring,Mississippi,Pants,20,5053,No,8,6,Cash,1,27,10
1307,54,Male,Clothing,Winter,Alaska,Sweater,2,1897,Yes,14,6,Cash,13,9,6
1308,23,Male,Outerwear,Summer,Missouri,Coat,1,7633,No,7,6,Credit Card,20,84,5
1309,59,Male,Clothing,Summer,Rhode Island,Dress,2,3599,Yes,20,5,Debit Card,25,58,2
1310,32,Male,Clothing,Summer,Hawaii,Blouse,5,6885,Yes,22,8,Cash,16,74,4
1311,43,Male,Clothing,Winter,South Carolina,Hoodie,15,584,No,9,5,Mobile Wallet,7,10,5
1312,32,Male,Footwear,Fall,Tennessee,Shoes,20,2576,Yes,3,4,Credit Card,19,87,9
1313,66,Male,Clothing,Winter,Missouri,T-shirt,7,9927,No,4,7,Mobile Wallet,8,77,7
1314,70,Male,Footwear,Summer,Missouri,Shoes,16,2863,No,5,10,Credit Card,25,45,1
1315,42,Male,Footwear,Summer,Missouri,Boots,4,1722,Yes,12,1,Mobile Wallet,24,73,9
1316,56,Male,Clothing,Spring,Mississippi,Shorts,18,9958,No,18,1,Mobile Wallet,26,20,9
1317,28,Male,Accessories,Spring,Arkansas,Belt,19,4115,Yes,1,7,Mobile Wallet,15,46,10
1318,28,Male,Clothing,Spring,Kentucky,Pants,20,8358,No,15,8,Debit Card,3,66,1
1319,52,Male,Clothing,Spring,Connecticut,Shorts,16,9979,Yes,5,2,Debit Card,20,91,10
1320,65,Male,Accessories,Spring,Oklahoma,Sunglasses,19,3629,No,17,5,Mobile Wallet,23,98,9
1321,56,Male,Accessories,Fall,California,Hat,11,3997,No,3,7,Mobile Wallet,4,75,2
1322,59,Male,Clothing,Winter,Missouri,T-shirt,9,8850,Yes,3,2,Cash,29,60,4
1323,23,Male,Clothing,Winter,Washington,Pants,1,6732,Yes,11,2,Debit Card,27,74,8
1324,58,Male,Clothing,Spring,New York,Shorts,10,3182,Yes,21,6,Credit Card,20,23,7
1325,39,Male,Accessories,Summer,Indiana,Jewelry,10,1073,No,13,10,Credit Card,20,96,2
1326,28,Male,Accessories,Summer,Oregon,Backpack,7,1795,Yes,5,4,Credit Card,16,43,2
